batter,bowler,matchup_balls,matchup_runs,matchup_dismissals,matchup_sr,matchup_avg
RG Sharma,Swapnil Singh,2,2,0,,2.0
RG Sharma,T Natarajan,9,17,1,188.9,17.0
RG Sharma,T Thushara,3,3,0,,3.0
RG Sharma,TA Boult,23,23,3,100.0,7.7
RG Sharma,TG Southee,10,9,1,90.0,9.0
RG Sharma,TK Curran,4,3,0,,3.0
RG Sharma,TU Deshpande,22,27,1,122.7,27.0
RG Sharma,UT Yadav,118,170,5,144.1,34.0
RG Sharma,Umar Gul,7,9,0,128.6,9.0
RG Sharma,Umran Malik,12,28,0,233.3,28.0
RG Sharma,V Kohli,5,7,0,,7.0
RG Sharma,V Nigam,3,1,1,,1.0
RG Sharma,V Pratap Singh,13,20,0,153.8,20.0
RG Sharma,V Shankar,2,1,1,,1.0
RG Sharma,VG Arora,16,23,0,143.8,23.0
RG Sharma,VR Aaron,26,59,1,226.9,59.0
RG Sharma,VRV Singh,12,20,1,166.7,20.0
RG Sharma,VS Malik,3,5,0,,5.0
RG Sharma,VY Mahesh,14,18,0,128.6,18.0
RG Sharma,Vijaykumar Vyshak,10,18,0,180.0,18.0
RG Sharma,Vivrant Sharma,3,9,0,,9.0
RG Sharma,WA Mota,8,18,0,225.0,18.0
RG Sharma,WD Parnell,6,5,0,83.3,5.0
RG Sharma,WG Jacks,4,6,1,,6.0
RG Sharma,Washington Sundar,36,44,3,122.2,14.7
RG Sharma,Y Nagar,5,2,0,,2.0
RG Sharma,YK Pathan,18,12,0,66.7,12.0
RG Sharma,YS Chahal,38,39,1,102.6,39.0
RG Sharma,Yash Dayal,4,8,1,,8.0
RG Sharma,Yash Thakur,7,15,0,214.3,15.0
RG Sharma,Yuvraj Singh,44,41,1,93.2,41.0
RG Sharma,Z Khan,35,29,2,82.9,14.5
RG Sharma,Zeeshan Ansari,10,15,0,150.0,15.0
RJ Gleeson,Arshdeep Singh,2,2,0,,2.0
RJ Harris,A Kumble,5,2,1,,2.0
RJ Harris,A Mishra,1,0,1,,0.0
RJ Harris,A Mithun,3,1,0,,1.0
RJ Harris,AB Agarkar,1,1,0,,1.0
RJ Harris,AM Salvi,1,1,0,,1.0
RJ Harris,B Lee,1,0,0,,0.0
RJ Harris,CH Gayle,4,2,0,,2.0
RJ Harris,CH Morris,1,0,1,,0.0
RJ Harris,DE Bollinger,2,1,1,,1.0
RJ Harris,DJ Bravo,1,0,0,,0.0
RJ Harris,DL Vettori,7,3,0,42.9,3.0
RJ Harris,IK Pathan,2,3,0,,3.0
RJ Harris,JH Kallis,9,11,0,122.2,11.0
RJ Harris,JP Faulkner,3,2,0,,2.0
RJ Harris,KA Pollard,4,6,0,,6.0
RJ Harris,M Morkel,2,3,0,,3.0
RJ Harris,MM Patel,5,6,2,,3.0
RJ Harris,MR Marsh,4,4,1,,4.0
RJ Harris,ND Doshi,5,1,0,,1.0
RJ Harris,P Kumar,1,3,0,,3.0
RJ Harris,R Ashwin,2,1,0,,1.0
RJ Harris,R McLaren,6,7,1,116.7,7.0
RJ Harris,R Vinay Kumar,7,12,0,171.4,12.0
RJ Harris,S Aravind,1,0,1,,0.0
RJ Harris,SB Jakati,8,14,1,175.0,14.0
RJ Harris,SK Warne,2,1,1,,1.0
RJ Harris,SL Malinga,5,6,0,,6.0
RJ Harris,SR Watson,3,1,0,,1.0
RJ Harris,SW Tait,2,2,1,,2.0
RJ Harris,UT Yadav,4,12,0,,12.0
RJ Harris,V Kohli,4,4,0,,4.0
RJ Harris,Z Khan,5,7,0,,7.0
RJ Peterson,A Ashish Reddy,4,1,0,,1.0
RJ Peterson,A Mishra,1,0,0,,0.0
RJ Peterson,A Nehra,4,1,1,,1.0
RJ Peterson,Azhar Mahmood,3,1,0,,1.0
RJ Peterson,DJ Bravo,2,0,1,,0.0
RJ Peterson,M Kartik,3,5,0,,5.0
RJ Peterson,M Morkel,1,1,1,,1.0
RJ Peterson,MJ Clarke,4,4,0,,4.0
RJ Peterson,PP Chawla,4,15,0,,15.0
RJ Peterson,S Nadeem,1,1,0,,1.0
RJ Peterson,WD Parnell,3,3,0,,3.0
RJ Quiney,A Nehra,10,1,2,10.0,0.5
RJ Quiney,BJ Hodge,1,1,0,,1.0
RJ Quiney,C Nanda,2,2,0,,2.0
RJ Quiney,CK Langeveldt,1,0,1,,0.0
RJ Quiney,DJ Bravo,7,16,0,228.6,16.0
RJ Quiney,DP Nannes,9,9,0,100.0,9.0
RJ Quiney,DS Kulkarni,11,15,0,136.4,15.0
RJ Quiney,Harbhajan Singh,8,4,0,50.0,4.0
RJ Quiney,I Sharma,2,6,1,,6.0
RJ Quiney,IK Pathan,1,1,0,,1.0
RJ Quiney,JA Morkel,9,12,0,133.3,12.0
RJ Quiney,JDP Oram,2,2,0,,2.0
RJ Quiney,JP Duminy,8,12,0,150.0,12.0
RJ Quiney,M Muralitharan,4,6,0,,6.0
RJ Quiney,S Tyagi,11,6,0,54.5,6.0
RJ Quiney,SK Raina,5,2,1,,2.0
RJ Quiney,SL Malinga,4,2,1,,2.0
RJ Quiney,YA Abdulla,7,6,1,85.7,6.0
RJW Topley,Naveen-ul-Haq,1,1,0,,1.0
RJW Topley,Ravi Bishnoi,2,1,0,,1.0
RJW Topley,Yash Thakur,3,1,0,,1.0
RK Bhui,A Mishra,7,5,0,71.4,5.0
RK Bhui,CH Morris,2,1,0,,1.0
RK Bhui,DL Chahar,5,0,1,,0.0
RK Bhui,Harpreet Brar,2,0,1,,0.0
RK Bhui,K Rabada,2,1,0,,1.0
RK Bhui,KMA Paul,3,1,1,,1.0
RK Bhui,N Burger,2,0,1,,0.0
RK Bhui,RD Chahar,3,2,0,,2.0
RK Singh,A Nortje,6,24,1,400.0,24.0
RK Singh,AK Markram,7,12,0,171.4,12.0
RK Singh,AR Patel,19,18,1,94.7,18.0
RK Singh,AS Joseph,15,15,0,100.0,15.0
RK Singh,Akash Deep,2,3,0,,3.0
RK Singh,Akash Madhwal,5,18,0,,18.0
RK Singh,Arshdeep Singh,7,11,0,157.1,11.0
RK Singh,Ashwani Kumar,2,4,1,,4.0
RK Singh,Avesh Khan,14,35,0,250.0,35.0
RK Singh,B Kumar,21,27,0,128.6,27.0
RK Singh,C Green,9,12,0,133.3,12.0
RK Singh,C Sakariya,3,6,0,,6.0
RK Singh,CR Woakes,4,4,1,,4.0
RK Singh,D Jansen,5,7,1,,7.0
RK Singh,DJ Willey,2,1,0,,1.0
RK Singh,DL Chahar,5,5,0,,5.0
RK Singh,DR Sams,4,7,0,,7.0
RK Singh,DS Rathi,3,5,0,,5.0
RK Singh,E Malinga,1,1,0,,1.0
RK Singh,GJ Maxwell,2,1,0,,1.0
RK Singh,HH Pandya,17,22,0,129.4,22.0
RK Singh,HR Shokeen,5,4,0,,4.0
RK Singh,HV Patel,26,47,2,180.8,23.5
RK Singh,Harbhajan Singh,9,10,1,111.1,10.0
RK Singh,Harsh Dubey,5,8,1,,8.0
RK Singh,I Sharma,1,0,1,,0.0
RK Singh,J Little,8,12,0,150.0,12.0
RK Singh,JC Archer,3,3,0,,3.0
RK Singh,JD Unadkat,1,1,0,,1.0
RK Singh,JJ Bumrah,14,10,3,71.4,3.3
RK Singh,JO Holder,5,9,0,,9.0
RK Singh,K Gowtham,5,4,0,,4.0
RK Singh,KH Pandya,6,4,1,66.7,4.0
RK Singh,KK Ahmed,4,4,0,,4.0
RK Singh,KM Asif,5,5,0,,5.0
RK Singh,KR Sen,8,15,0,187.5,15.0
RK Singh,KV Sharma,14,19,0,135.7,19.0
RK Singh,Kartik Tyagi,3,5,0,,5.0
RK Singh,Kuldeep Yadav,18,30,0,166.7,30.0
RK Singh,L Ngidi,1,1,0,,1.0
RK Singh,LB Williams,2,0,1,,0.0
RK Singh,LH Ferguson,8,9,1,112.5,9.0
RK Singh,LS Livingstone,4,8,0,,8.0
RK Singh,Lalit Yadav,6,4,0,66.7,4.0
RK Singh,M Ashwin,3,1,0,,1.0
RK Singh,M Jansen,5,15,0,,15.0
RK Singh,M Markande,16,21,0,131.2,21.0
RK Singh,M Pathirana,23,28,1,121.7,28.0
RK Singh,M Prasidh Krishna,11,17,0,154.5,17.0
RK Singh,M Theekshana,15,13,0,86.7,13.0
RK Singh,MG Bracewell,7,5,0,71.4,5.0
RK Singh,MJ McClenaghan,3,2,0,,2.0
RK Singh,MJ Santner,6,5,0,83.3,5.0
RK Singh,MM Ali,13,13,0,100.0,13.0
RK Singh,MM Sharma,5,11,0,,11.0
RK Singh,MP Stoinis,5,18,1,,18.0
RK Singh,Mayank Dagar,3,3,0,,3.0
RK Singh,Mohammed Shami,8,9,0,112.5,9.0
RK Singh,Mohammed Siraj,10,26,0,260.0,26.0
RK Singh,Mohsin Khan,3,6,0,,6.0
RK Singh,Mustafizur Rahman,3,5,1,,5.0
RK Singh,N Thushara,3,4,0,,4.0
RK Singh,NT Ellis,3,9,0,,9.0
RK Singh,Naman Dhir,3,1,0,,1.0
RK Singh,Naveen-ul-Haq,19,37,1,194.7,37.0
RK Singh,Noor Ahmad,18,13,2,72.2,6.5
RK Singh,PHKD Mendis,1,1,0,,1.0
RK Singh,PJ Cummins,6,9,0,150.0,9.0
RK Singh,PP Chawla,9,13,1,144.4,13.0
RK Singh,PVD Chameera,5,2,0,,2.0
RK Singh,PWH de Silva,2,1,0,,1.0
RK Singh,R Ashwin,6,5,0,83.3,5.0
RK Singh,R Sai Kishore,5,4,0,,4.0
RK Singh,RA Jadeja,33,51,1,154.5,51.0
RK Singh,RD Chahar,2,1,1,,1.0
RK Singh,RP Meredith,8,13,0,162.5,13.0
RK Singh,Rashid Khan,18,23,0,127.8,23.0
RK Singh,Ravi Bishnoi,15,28,1,186.7,28.0
RK Singh,S Nadeem,4,3,0,,3.0
RK Singh,SM Curran,1,1,0,,1.0
RK Singh,SN Thakur,12,17,1,141.7,17.0
RK Singh,SR Watson,1,1,0,,1.0
RK Singh,Sandeep Sharma,12,23,1,191.7,23.0
RK Singh,Shahbaz Ahmed,1,1,0,,1.0
RK Singh,Sikandar Raza,3,4,0,,4.0
RK Singh,Simarjeet Singh,6,10,0,166.7,10.0
RK Singh,T Natarajan,24,39,3,162.5,13.0
RK Singh,TA Boult,2,4,0,,4.0
RK Singh,TU Deshpande,13,25,1,192.3,25.0
RK Singh,Umran Malik,4,7,0,,7.0
RK Singh,V Nigam,5,5,1,,5.0
RK Singh,V Puthur,3,7,0,,7.0
RK Singh,Washington Sundar,8,6,0,75.0,6.0
RK Singh,YS Chahal,19,15,2,78.9,7.5
RK Singh,Yash Dayal,11,37,1,336.4,37.0
RK Singh,Yash Thakur,10,26,0,260.0,26.0
RK Singh,Yudhvir Singh,2,5,0,,5.0
RM Patidar,A Mishra,8,13,0,162.5,13.0
RM Patidar,AD Russell,4,1,2,,0.5
RM Patidar,AR Patel,19,31,1,163.2,31.0
RM Patidar,AS Joseph,5,15,0,,15.0
RM Patidar,Abhishek Sharma,7,9,0,128.6,9.0
RM Patidar,Akash Madhwal,5,10,0,,10.0
RM Patidar,Akash Singh,1,1,0,,1.0
RM Patidar,Arshad Khan,3,5,0,,5.0
RM Patidar,Arshdeep Singh,9,18,0,200.0,18.0
RM Patidar,Avesh Khan,17,31,1,182.4,31.0
RM Patidar,Azmatullah Omarzai,3,1,0,,1.0
RM Patidar,B Kumar,8,9,0,112.5,9.0
RM Patidar,CJ Jordan,6,2,1,33.3,2.0
RM Patidar,CV Varun,6,7,1,116.7,7.0
RM Patidar,D Pretorius,1,0,1,,0.0
RM Patidar,DJ Hooda,4,12,0,,12.0
RM Patidar,DJ Mitchell,3,4,0,,4.0
RM Patidar,DS Rathi,3,6,0,,6.0
RM Patidar,E Malinga,3,1,1,,1.0
RM Patidar,Fazalhaq Farooqi,6,6,0,100.0,6.0
RM Patidar,G Coetzee,5,13,1,,13.0
RM Patidar,HH Pandya,15,43,0,286.7,43.0
RM Patidar,HV Patel,15,23,0,153.3,23.0
RM Patidar,Harpreet Brar,18,21,1,116.7,21.0
RM Patidar,Harshit Rana,9,21,0,233.3,21.0
RM Patidar,I Sharma,7,14,1,200.0,14.0
RM Patidar,J Little,2,1,1,,1.0
RM Patidar,J Suchith,11,13,1,118.2,13.0
RM Patidar,JD Unadkat,7,10,1,142.9,10.0
RM Patidar,JJ Bumrah,11,8,0,72.7,8.0
RM Patidar,K Rabada,15,8,0,53.3,8.0
RM Patidar,KA Jamieson,4,8,1,,8.0
RM Patidar,KH Pandya,17,33,0,194.1,33.0
RM Patidar,KK Ahmed,8,12,0,150.0,12.0
RM Patidar,KR Sen,3,8,0,,8.0
RM Patidar,Kartik Tyagi,4,6,0,,6.0
RM Patidar,Kuldeep Yadav,13,16,1,123.1,16.0
RM Patidar,LH Ferguson,6,12,0,200.0,12.0
RM Patidar,M Jansen,5,5,0,,5.0
RM Patidar,M Markande,14,43,1,307.1,43.0
RM Patidar,M Pathirana,14,17,2,121.4,8.5
RM Patidar,M Prasidh Krishna,19,16,0,84.2,16.0
RM Patidar,M Siddharth,2,1,0,,1.0
RM Patidar,M Theekshana,8,15,0,187.5,15.0
RM Patidar,MA Starc,3,3,0,,3.0
RM Patidar,MJ Santner,14,20,1,142.9,20.0
RM Patidar,MM Ali,7,11,0,157.1,11.0
RM Patidar,MM Sharma,5,7,0,,7.0
RM Patidar,MP Stoinis,1,1,0,,1.0
RM Patidar,MP Yadav,6,5,1,83.3,5.0
RM Patidar,Mohammed Shami,8,8,0,100.0,8.0
RM Patidar,Mohammed Siraj,3,1,0,,1.0
RM Patidar,Mohsin Khan,10,10,0,100.0,10.0
RM Patidar,Mukesh Kumar,14,20,0,142.9,20.0
RM Patidar,Musheer Khan,5,13,0,,13.0
RM Patidar,Mustafizur Rahman,3,0,1,,0.0
RM Patidar,Naveen-ul-Haq,2,0,0,,0.0
RM Patidar,Nithish Kumar Reddy,4,3,0,,3.0
RM Patidar,Noor Ahmad,19,20,0,105.3,20.0
RM Patidar,OC McCoy,7,10,0,142.9,10.0
RM Patidar,PJ Cummins,5,5,0,,5.0
RM Patidar,PJ Sangwan,8,7,1,87.5,7.0
RM Patidar,PVD Chameera,11,27,0,245.5,27.0
RM Patidar,R Ashwin,26,25,2,96.2,12.5
RM Patidar,R Dhawan,5,7,0,,7.0
RM Patidar,R Shepherd,3,6,0,,6.0
RM Patidar,RA Jadeja,14,22,0,157.1,22.0
RM Patidar,RD Chahar,14,34,1,242.9,34.0
RM Patidar,RP Meredith,6,7,0,116.7,7.0
RM Patidar,Rashid Khan,8,12,0,150.0,12.0
RM Patidar,Rasikh Salam,5,3,1,,3.0
RM Patidar,Ravi Bishnoi,20,45,0,225.0,45.0
RM Patidar,S Gopal,6,9,0,150.0,9.0
RM Patidar,SM Curran,6,10,1,166.7,10.0
RM Patidar,SN Thakur,4,5,1,,5.0
RM Patidar,SP Narine,14,26,0,185.7,26.0
RM Patidar,Sandeep Sharma,3,1,1,,1.0
RM Patidar,Shahbaz Ahmed,3,6,0,,6.0
RM Patidar,Simarjeet Singh,3,11,0,,11.0
RM Patidar,Suyash Sharma,9,30,0,333.3,30.0
RM Patidar,TA Boult,14,14,2,100.0,7.0
RM Patidar,TU Deshpande,5,13,0,,13.0
RM Patidar,Umran Malik,2,5,0,,5.0
RM Patidar,V Kaverappa,5,9,0,,9.0
RM Patidar,V Nigam,2,2,0,,2.0
RM Patidar,VG Arora,2,4,1,,4.0
RM Patidar,Vijaykumar Vyshak,4,6,0,,6.0
RM Patidar,W O'Rourke,3,7,1,,7.0
RM Patidar,XC Bartlett,8,11,0,137.5,11.0
RM Patidar,YS Chahal,32,51,2,159.4,25.5
RM Patidar,Yash Thakur,5,10,0,,10.0
RN ten Doeschate,A Mishra,2,2,1,,2.0
RN ten Doeschate,A Nehra,7,14,1,200.0,14.0
RN ten Doeschate,A Singh,1,1,0,,1.0
RN ten Doeschate,AA Chavan,2,6,0,,6.0
RN ten Doeschate,AD Mascarenhas,2,4,0,,4.0
RN ten Doeschate,AD Mathews,12,24,0,200.0,24.0
RN ten Doeschate,AG Murtaza,15,27,0,180.0,27.0
RN ten Doeschate,AN Ahmed,4,6,1,,6.0
RN ten Doeschate,AR Patel,4,4,0,,4.0
RN ten Doeschate,B Kumar,11,24,1,218.2,24.0
RN ten Doeschate,BA Bhatt,4,3,0,,3.0
RN ten Doeschate,Bipul Sharma,2,2,0,,2.0
RN ten Doeschate,D Wiese,2,2,0,,2.0
RN ten Doeschate,DJ Bravo,12,20,0,166.7,20.0
RN ten Doeschate,DS Kulkarni,7,12,1,171.4,12.0
RN ten Doeschate,DW Steyn,7,3,0,42.9,3.0
RN ten Doeschate,HV Patel,4,10,1,,10.0
RN ten Doeschate,Harbhajan Singh,14,15,0,107.1,15.0
RN ten Doeschate,Harmeet Singh,4,2,1,,2.0
RN ten Doeschate,IC Pandey,2,1,0,,1.0
RN ten Doeschate,IK Pathan,7,5,0,71.4,5.0
RN ten Doeschate,Imran Tahir,1,1,0,,1.0
RN ten Doeschate,JD Unadkat,4,5,0,,5.0
RN ten Doeschate,JEC Franklin,6,14,0,233.3,14.0
RN ten Doeschate,JR Hopes,3,5,0,,5.0
RN ten Doeschate,K Upadhyay,2,2,0,,2.0
RN ten Doeschate,KA Pollard,13,24,0,184.6,24.0
RN ten Doeschate,KV Sharma,6,5,1,83.3,5.0
RN ten Doeschate,Karanveer Singh,4,13,1,,13.0
RN ten Doeschate,LJ Wright,3,4,0,,4.0
RN ten Doeschate,M Morkel,4,11,1,,11.0
RN ten Doeschate,M Muralitharan,1,0,1,,0.0
RN ten Doeschate,MA Starc,2,0,1,,0.0
RN ten Doeschate,MC Henriques,3,3,1,,3.0
RN ten Doeschate,MG Johnson,3,1,1,,1.0
RN ten Doeschate,MM Patel,5,6,0,,6.0
RN ten Doeschate,MM Sharma,5,3,0,,3.0
RN ten Doeschate,MR Marsh,6,4,0,66.7,4.0
RN ten Doeschate,P Kumar,4,2,0,,2.0
RN ten Doeschate,PV Tambe,1,0,1,,0.0
RN ten Doeschate,R Dhawan,2,3,0,,3.0
RN ten Doeschate,R Vinay Kumar,3,6,0,,6.0
RN ten Doeschate,RV Gomez,1,0,1,,0.0
RN ten Doeschate,SK Raina,4,1,0,,1.0
RN ten Doeschate,SL Malinga,14,17,0,121.4,17.0
RN ten Doeschate,Sandeep Sharma,1,0,1,,0.0
RN ten Doeschate,UT Yadav,1,1,0,,1.0
RN ten Doeschate,WD Parnell,3,3,0,,3.0
RN ten Doeschate,Yuvraj Singh,2,2,0,,2.0
RN ten Doeschate,Z Khan,3,3,0,,3.0
RP Meredith,AD Russell,1,0,1,,0.0
RP Meredith,MM Sharma,2,0,0,,0.0
RP Singh,A Mishra,1,0,1,,0.0
RP Singh,A Nehra,6,4,1,66.7,4.0
RP Singh,BW Hilfenhaus,1,1,0,,1.0
RP Singh,DP Nannes,2,1,0,,1.0
RP Singh,DW Steyn,4,1,2,,0.5
RP Singh,GD McGrath,1,1,0,,1.0
RP Singh,Harbhajan Singh,3,3,1,,3.0
RP Singh,IK Pathan,4,2,1,,2.0
RP Singh,JA Morkel,1,6,0,,6.0
RP Singh,L Balaji,6,6,1,100.0,6.0
RP Singh,LR Shukla,3,5,0,,5.0
RP Singh,M Kartik,2,1,1,,1.0
RP Singh,M Morkel,5,1,1,,1.0
RP Singh,M Muralitharan,7,1,1,14.3,1.0
RP Singh,RA Jadeja,1,1,0,,1.0
RP Singh,RE van der Merwe,1,1,0,,1.0
RP Singh,S Sreesanth,2,4,0,,4.0
RP Singh,SB Jakati,2,1,0,,1.0
RP Singh,SK Trivedi,3,1,2,,0.5
RP Singh,SK Warne,4,4,0,,4.0
RP Singh,SL Malinga,5,1,1,,1.0
RP Singh,SP Narine,2,1,1,,1.0
RP Singh,SW Tait,4,1,0,,1.0
RP Singh,Sohail Tanvir,1,0,1,,0.0
RP Singh,UT Yadav,1,1,0,,1.0
RP Singh,Umar Gul,1,1,0,,1.0
RP Singh,VY Mahesh,1,1,0,,1.0
RP Singh,WD Parnell,1,0,0,,0.0
RP Singh,Z Khan,1,1,0,,1.0
RR Bhatkal,DE Bollinger,2,0,2,,0.0
RR Pant,A Dananjaya,7,20,0,285.7,20.0
RR Pant,A Kamboj,3,6,0,,6.0
RR Pant,A Nehra,4,2,0,,2.0
RR Pant,A Zampa,21,27,2,128.6,13.5
RR Pant,AB Dinda,7,2,1,28.6,2.0
RR Pant,AD Russell,24,52,4,216.7,13.0
RR Pant,AJ Tye,15,35,0,233.3,35.0
RR Pant,AK Markram,2,2,0,,2.0
RR Pant,AR Patel,3,2,0,,2.0
RR Pant,Abhishek Sharma,11,18,0,163.6,18.0
RR Pant,Ankit Soni,4,9,0,,9.0
RR Pant,Arshad Khan,11,11,0,100.0,11.0
RR Pant,Arshdeep Singh,6,2,0,33.3,2.0
RR Pant,Avesh Khan,14,12,0,85.7,12.0
RR Pant,Azmatullah Omarzai,4,3,1,,3.0
RR Pant,B Kumar,54,120,1,222.2,120.0
RR Pant,B Laughlin,3,5,0,,5.0
RR Pant,B Stanlake,2,1,0,,1.0
RR Pant,BA Stokes,14,20,1,142.9,20.0
RR Pant,BB Sran,3,2,0,,2.0
RR Pant,BCJ Cutting,12,24,0,200.0,24.0
RR Pant,Basil Thampi,11,30,1,272.7,30.0
RR Pant,C Sakariya,3,2,0,,2.0
RR Pant,C de Grandhomme,2,2,0,,2.0
RR Pant,CH Morris,4,7,0,,7.0
RR Pant,CJ Anderson,3,6,1,,6.0
RR Pant,CJ Jordan,7,6,1,85.7,6.0
RR Pant,CR Brathwaite,1,1,0,,1.0
RR Pant,CR Woakes,12,25,0,208.3,25.0
RR Pant,CV Varun,29,31,3,106.9,10.3
RR Pant,DA Warner,1,1,0,,1.0
RR Pant,DJ Bravo,44,55,1,125.0,55.0
RR Pant,DJ Hooda,10,13,0,130.0,13.0
RR Pant,DL Chahar,18,24,1,133.3,24.0
RR Pant,DR Sams,7,9,0,128.6,9.0
RR Pant,DR Smith,10,16,0,160.0,16.0
RR Pant,DS Kulkarni,26,48,0,184.6,48.0
RR Pant,DT Christian,5,4,1,,4.0
RR Pant,E Malinga,4,5,1,,5.0
RR Pant,G Coetzee,3,1,1,,1.0
RR Pant,GC Viljoen,8,4,1,50.0,4.0
RR Pant,GJ Maxwell,16,12,3,75.0,4.0
RR Pant,HH Pandya,23,35,1,152.2,35.0
RR Pant,HR Shokeen,6,3,0,50.0,3.0
RR Pant,HV Patel,30,49,3,163.3,16.3
RR Pant,Harbhajan Singh,33,56,0,169.7,56.0
RR Pant,Harpreet Brar,3,2,0,,2.0
RR Pant,Harsh Dubey,2,2,0,,2.0
RR Pant,Harshit Rana,2,2,0,,2.0
RR Pant,I Udana,5,8,0,,8.0
RR Pant,IK Pathan,1,0,0,,0.0
RR Pant,IS Sodhi,8,11,0,137.5,11.0
RR Pant,Imran Tahir,20,32,1,160.0,32.0
RR Pant,Iqbal Abdulla,6,18,0,300.0,18.0
RR Pant,J Overton,5,10,0,,10.0
RR Pant,J Suchith,3,1,1,,1.0
RR Pant,J Yadav,29,25,1,86.2,25.0
RR Pant,JA Richardson,4,7,1,,7.0
RR Pant,JC Archer,15,25,0,166.7,25.0
RR Pant,JD Unadkat,31,49,2,158.1,24.5
RR Pant,JJ Bumrah,46,55,7,119.6,7.9
RR Pant,JO Holder,21,29,0,138.1,29.0
RR Pant,JP Faulkner,16,38,1,237.5,38.0
RR Pant,JR Hazlewood,14,22,0,157.1,22.0
RR Pant,Jalaj S Saxena,2,3,0,,3.0
RR Pant,K Gowtham,38,39,0,102.6,39.0
RR Pant,K Rabada,5,14,0,,14.0
RR Pant,KA Jamieson,8,4,0,50.0,4.0
RR Pant,KA Pollard,7,7,0,100.0,7.0
RR Pant,KC Cariappa,4,9,0,,9.0
RR Pant,KH Pandya,46,80,3,173.9,26.7
RR Pant,KK Ahmed,20,30,1,150.0,30.0
RR Pant,KL Nagarkoti,8,6,0,75.0,6.0
RR Pant,KM Asif,5,17,0,,17.0
RR Pant,KV Sharma,6,9,0,150.0,9.0
RR Pant,Kartik Tyagi,7,6,0,85.7,6.0
RR Pant,Kuldeep Yadav,25,23,3,92.0,7.7
RR Pant,L Ngidi,6,7,2,116.7,3.5
RR Pant,LH Ferguson,23,29,2,126.1,14.5
RR Pant,LS Livingstone,3,7,1,,7.0
RR Pant,M Ashwin,8,8,0,100.0,8.0
RR Pant,M Jansen,5,6,0,,6.0
RR Pant,M Markande,31,51,0,164.5,51.0
RR Pant,M Pathirana,22,41,2,186.4,20.5
RR Pant,M Prasidh Krishna,23,37,2,160.9,18.5
RR Pant,M Shahrukh Khan,4,1,0,,1.0
RR Pant,M Theekshana,6,13,0,216.7,13.0
RR Pant,MA Starc,1,6,0,,6.0
RR Pant,MC Henriques,13,20,0,153.8,20.0
RR Pant,MJ McClenaghan,7,10,0,142.9,10.0
RR Pant,MM Ali,34,41,2,120.6,20.5
RR Pant,MM Sharma,27,69,0,255.6,69.0
RR Pant,MP Stoinis,4,9,0,,9.0
RR Pant,Mohammad Nabi,12,20,1,166.7,20.0
RR Pant,Mohammed Shami,18,23,1,127.8,23.0
RR Pant,Mohammed Siraj,46,87,4,189.1,21.8
RR Pant,Mohsin Khan,7,3,1,42.9,3.0
RR Pant,Mujeeb Ur Rahman,11,17,2,154.5,8.5
RR Pant,Mukesh Kumar,4,0,1,,0.0
RR Pant,Mustafizur Rahman,43,72,1,167.4,72.0
RR Pant,N Burger,5,5,0,,5.0
RR Pant,N Rana,9,6,1,66.7,6.0
RR Pant,N Thushara,16,17,0,106.2,17.0
RR Pant,NLTC Perera,1,0,0,,0.0
RR Pant,NM Coulter-Nile,30,22,3,73.3,7.3
RR Pant,Navdeep Saini,6,13,0,216.7,13.0
RR Pant,Naveen-ul-Haq,10,15,1,150.0,15.0
RR Pant,Nithish Kumar Reddy,7,12,1,171.4,12.0
RR Pant,Noor Ahmad,30,27,0,90.0,27.0
RR Pant,OC McCoy,3,8,0,,8.0
RR Pant,P Kumar,2,2,0,,2.0
RR Pant,P Negi,1,0,1,,0.0
RR Pant,PJ Cummins,29,30,1,103.4,30.0
RR Pant,PJ Sangwan,8,21,1,262.5,21.0
RR Pant,PP Chawla,25,37,0,148.0,37.0
RR Pant,PVD Chameera,2,5,0,,5.0
RR Pant,PWH de Silva,13,24,2,184.6,12.0
RR Pant,R Ashwin,41,43,0,104.9,43.0
RR Pant,R Bhatia,7,17,0,242.9,17.0
RR Pant,R Parag,23,51,1,221.7,51.0
RR Pant,R Sai Kishore,1,1,0,,1.0
RR Pant,R Shepherd,11,23,0,209.1,23.0
RR Pant,R Tewatia,18,32,0,177.8,32.0
RR Pant,RA Jadeja,57,84,2,147.4,42.0
RR Pant,RD Chahar,8,13,0,162.5,13.0
RR Pant,RP Meredith,9,5,0,55.6,5.0
RR Pant,Ramandeep Singh,5,15,1,,15.0
RR Pant,Rashid Khan,97,117,3,120.6,39.0
RR Pant,Rasikh Salam,5,19,0,,19.0
RR Pant,Ravi Bishnoi,54,61,2,113.0,30.5
RR Pant,S Aravind,1,0,1,,0.0
RR Pant,S Gopal,34,60,1,176.5,60.0
RR Pant,S Kaul,33,55,1,166.7,55.0
RR Pant,S Kaushik,9,12,0,133.3,12.0
RR Pant,S Sandeep Warrier,2,0,0,,0.0
RR Pant,SA Abbott,1,1,0,,1.0
RR Pant,SK Raina,26,51,0,196.2,51.0
RR Pant,SL Malinga,1,0,0,,0.0
RR Pant,SM Curran,8,12,0,150.0,12.0
RR Pant,SN Thakur,22,41,0,186.4,41.0
RR Pant,SP Narine,46,52,0,113.0,52.0
RR Pant,SR Watson,23,35,0,152.2,35.0
RR Pant,STR Binny,4,4,0,,4.0
RR Pant,Sandeep Sharma,33,28,2,84.8,14.0
